Time (ms),Lower,LowerPwr,Upper,UpperPwr,Thought,ThoughtPwr,Blink,LWink,RWink,LLook,RLook,GyroX,GyroY
238301604,,,,,,,,,,,,0,0
238301604,,,,,,,,,,,,0,0
238301604,,,,,,,,,,,,0,0
238301604,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301620,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301636,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301651,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301667,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
